             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           3.91       8.910001       0.000010       8.910000       0.000001       8.909999       0.000012
           3.92       8.920000       0.000002       8.920000       0.000002       8.920001       0.000012
           3.93       8.930000       0.000004       8.930000       0.000004       8.930002       0.000026
           3.94       8.940000       0.000004       8.940000       0.000004       8.940001       0.000007
           3.95       8.950001       0.000009       8.950001       0.000009       8.950000       0.000001
           3.96       8.960000       0.000001       8.960000       0.000001       8.959999       0.000009
           3.97       8.970000       0.000004       8.970000       0.000004       8.970000       0.000004
           3.98       8.980000       0.000004       8.980000       0.000006       8.980000       0.000004
           3.99       8.990001       0.000009       8.990000       0.000002       8.990002       0.000019
           4.00       9.000000       0.000001       9.000000       0.000001       9.000000       0.000001
           4.01       9.010000       0.000003       9.010000       0.000003       9.009997       0.000028
           4.02       9.020000       0.000006       9.020000       0.000005       9.019999       0.000015
           4.03       9.030000       0.000002       9.030001       0.000008       9.030002       0.000019
           4.04       9.040001       0.000011       9.040000       0.000000       9.039999       0.000010
           4.05       9.050000       0.000003       9.050000       0.000003       9.049998       0.000018
           4.06       9.060000       0.000005       9.060000       0.000005       9.060002       0.000026
           4.07       9.070000       0.000003       9.070001       0.000008       9.070003       0.000029
           4.08       9.080001       0.000010       9.080000       0.000000       9.080002       0.000021
           4.09       9.090000       0.000002       9.090000       0.000002       9.090001       0.000013
           4.10       9.100000       0.000005       9.100000       0.000005       9.099998       0.000016
           4.11       9.110000       0.000003       9.110001       0.000007       9.110001       0.000007
           4.12       9.120001       0.000010       9.120001       0.000010       9.119997       0.000032
           4.13       9.130000       0.000002       9.130000       0.000002       9.130001       0.000012
           4.14       9.140000       0.000005       9.140000       0.000005       9.139997       0.000027
           4.15       9.150000       0.000003       9.150001       0.000007       9.149999       0.000014
           4.16       9.160001       0.000010       9.160001       0.000010       9.160003       0.000030
           4.17       9.170000       0.000002       9.170000       0.000002       9.170003       0.000033
           4.18       9.180000       0.000004       9.180000       0.000004       9.180002       0.000025
           4.19       9.190000       0.000004       9.190001       0.000007       9.190003       0.000038
           4.20       9.200001       0.000009       9.200001       0.000009       9.200000       0.000001
           4.21       9.210000       0.000001       9.210000       0.000001       9.209998       0.000020
           4.22       9.220000       0.000004       9.220000       0.000004       9.220003       0.000035
           4.23       9.230000       0.000004       9.230000       0.000006       9.230000       0.000006
           4.24       9.240001       0.000009       9.240000       0.000002       9.240000       0.000002
           4.25       9.250000       0.000001       9.250000       0.000001       9.249999       0.000010
           4.26       9.260000       0.000003       9.260000       0.000003       9.260001       0.000014
           4.27       9.270000       0.000005       9.270000       0.000006       9.269998       0.000025
           4.28       9.280001       0.000008       9.280001       0.000008       9.280004       0.000039
           4.29       9.290000       0.000000       9.290000       0.000000       9.290000       0.000000
           4.30       9.300000       0.000003       9.300000       0.000003       9.300000       0.000003
           4.31       9.309999       0.000005       9.310000       0.000005       9.309999       0.000015
           4.32       9.320001       0.000008       9.320001       0.000008       9.319997       0.000033
           4.33       9.330000       0.000000       9.330000       0.000000       9.329998       0.000020
           4.34       9.340000       0.000002       9.340000       0.000002       9.339999       0.000008
           4.35       9.350000       0.000005       9.350000       0.000005       9.350000       0.000005
           4.36       9.360001       0.000007       9.360000       0.000003       9.359999       0.000013
           4.37       9.370000       0.000000       9.370000       0.000000       9.369996       0.000041
           4.38       9.380000       0.000002       9.380000       0.000002       9.379996       0.000039
           4.39       9.390000       0.000004       9.390000       0.000004       9.389997       0.000026
           4.40       9.400000       0.000003       9.400000       0.000003       9.400002       0.000027
           4.41       9.410000       0.000001       9.410000       0.000001       9.409998       0.000021
           4.42       9.420000       0.000002       9.420000       0.000002       9.419999       0.000009
           4.43       9.430000       0.000004       9.430000       0.000004       9.430002       0.000024
           4.44       9.440000       0.000004       9.440001       0.000006       9.440001       0.000006
           4.45       9.450000       0.000001       9.450001       0.000009       9.449997       0.000031
           4.46       9.460000       0.000001       9.460000       0.000001       9.459995       0.000049
           4.47       9.470000       0.000004       9.470000       0.000004       9.469997       0.000027
           4.48       9.480000       0.000004       9.480000       0.000006       9.479997       0.000034
           4.49       9.490000       0.000002       9.490000       0.000002       9.489997       0.000032
           4.50       9.500000       0.000001       9.500000       0.000001       9.499999       0.000009
           4.51       9.510000       0.000003       9.510000       0.000003       9.510002       0.000023
           4.52       9.520000       0.000004       9.520000       0.000006       9.520000       0.000004
           4.53       9.530000       0.000002       9.530001       0.000008       9.529999       0.000012
           4.54       9.540000       0.000000       9.540000       0.000000       9.539998       0.000020
           4.55       9.550000       0.000003       9.550000       0.000003       9.550004       0.000043
           4.56       9.560000       0.000005       9.560000       0.000005       9.560001       0.000015
           4.57       9.570000       0.000002       9.570000       0.000002       9.570003       0.000028
           4.58       9.580000       0.000000       9.580000       0.000000       9.580000       0.000000
           4.59       9.590000       0.000002       9.590000       0.000002       9.589996       0.000037
           4.60       9.600000       0.000005       9.600000       0.000005       9.599996       0.000045
           4.61       9.610000       0.000003       9.610001       0.000007       9.610001       0.000007
           4.62       9.620000       0.000000       9.620000       0.000000       9.619998       0.000020
           4.63       9.630000       0.000002       9.630000       0.000002       9.629997       0.000028
           4.64       9.640000       0.000004       9.640000       0.000004       9.640000       0.000004
           4.65       9.650000       0.000003       9.650001       0.000007       9.650002       0.000017
           4.66       9.660000       0.000001       9.660001       0.000009       9.660002       0.000019
           4.67       9.670000       0.000002       9.670000       0.000002       9.670000       0.000002
           4.68       9.680000       0.000004       9.680000       0.000004       9.679999       0.000006
           4.69       9.690000       0.000003       9.690000       0.000003       9.689998       0.000023
           4.70       9.700000       0.000001       9.700000       0.000001       9.700003       0.000028
           4.71       9.710000       0.000001       9.710000       0.000001       9.710002       0.000021
           4.72       9.720000       0.000004       9.720000       0.000004       9.719999       0.000006
           4.73       9.730000       0.000004       9.730000       0.000004       9.730002       0.000026
