             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           4.18      76.998779      17.796651      62.979229       3.651171      64.767136       0.915940
           4.19      77.534149      17.435441      63.708752       3.504901      65.437973       0.885773
           4.20      78.069511      17.069746      64.445076       3.360883      66.115761       0.855594
           4.21      78.604889      16.699724      65.188194       3.219197      66.800507       0.825499
           4.22      79.140259      16.325463      65.938164       3.079829      67.492317       0.795434
           4.23      79.675629      15.947097      66.694908       2.942956      68.191162       0.765549
           4.24      80.210991      15.564732      67.458504       2.808533      68.897171       0.735759
           4.25      80.746368      15.178519      68.228889       2.676708      69.610352       0.706158
           4.26      81.281738      14.788539      69.006111       2.547474      70.330765       0.676758
           4.27      81.817108      14.394917      69.790123       2.420955      71.058449       0.647609
           4.28      82.352470      13.997752      70.580933       2.297191      71.793457       0.618735
           4.29      82.887848      13.597186      71.378593       2.176162      72.535881       0.590108
           4.30      83.423218      13.193295      72.183029       2.058022      73.285698       0.561859
           4.31      83.958588      12.786195      72.994308       1.942725      74.042992       0.533971
           4.32      84.493958      12.375990      73.812393       1.830368      74.807838       0.506437
           4.33      85.029327      11.962781      74.637276       1.721004      75.580269       0.479313
           4.34      85.564697      11.546669      75.468987       1.614634      76.360313       0.452653
           4.35      86.100067      11.127753      76.307495       1.511337      77.148048       0.426451
           4.36      86.635437      10.706130      77.152809       1.411141      77.943504       0.400760
           4.37      87.170807      10.281895      78.004967       1.314031      78.746765       0.375564
           4.38      87.706177       9.855142      78.863907       1.220119      79.557846       0.350936
           4.39      88.241547       9.425962      79.729668       1.129389      80.376793       0.326907
           4.40      88.776917       8.994448      80.602249       1.041870      81.203697       0.303452
           4.41      89.312286       8.560687      81.481644       0.957600      82.038551       0.280669
           4.42      89.847656       8.124766      82.367836       0.876624      82.881462       0.258514
           4.43      90.383026       7.686773      83.260841       0.798947      83.732460       0.237038
           4.44      90.918396       7.246791      84.160660       0.724594      84.591553       0.216315
           4.45      91.453766       6.804903      85.067307       0.653567      85.458855       0.196295
           4.46      91.989136       6.361190      85.980736       0.585941      86.334404       0.177016
           4.47      92.524506       5.915734      86.901009       0.521661      87.218216       0.158544
           4.48      93.059875       5.468611      87.828079       0.460800      88.110359       0.140880
           4.49      93.595245       5.019901      88.761963       0.403354      89.010902       0.124028
           4.50      94.130615       4.569678      89.702675       0.349320      89.919861       0.108048
           4.51      94.665985       4.118016      90.650169       0.298763      90.837296       0.092953
           4.52      95.201355       3.664990      91.604500       0.251634      91.763283       0.078735
           4.53      95.736725       3.210672      92.565628       0.207985      92.697838       0.065454
           4.54      96.272095       2.755130      93.533569       0.167809      93.641029       0.053113
           4.55      96.807465       2.298436      94.508339       0.131097      94.592926       0.041712
           4.56      97.342834       1.840657      95.489906       0.097888      95.553528       0.031327
           4.57      97.878204       1.381859      96.478294       0.068162      96.522919       0.021940
           4.58      98.413574       0.922109      97.473480       0.041947      97.501152       0.013570
           4.59      98.948944       0.461471      98.475494       0.019216      98.488274       0.006241
           4.60      99.484314       0.000008      99.484314       0.000008      99.484314       0.000008
           4.61     100.530602       0.046238     100.481087       0.003039     100.483322       0.000814
           4.62     101.576889       0.081647     101.488861       0.005085     101.492630       0.001372
           4.63     102.623177       0.106446     102.507645       0.006252     102.512321       0.001690
           4.64     103.669456       0.120836     103.537422       0.006679     103.542450       0.001823
           4.65     104.715752       0.125043     104.578209       0.006470     104.583122       0.001772
           4.66     105.762039       0.119246     105.629997       0.005751     105.634399       0.001583
           4.67     106.808319       0.103645     106.692787       0.004635     106.696365       0.001281
           4.68     107.854607       0.078449     107.766586       0.003225     107.769096       0.000896
           4.69     108.900894       0.043843     108.851379       0.001644     108.852676       0.000453
           4.70     109.947182       0.000018     109.947182       0.000018     109.947182       0.000018
           4.71     111.103500       0.046241     111.053986       0.001654     111.052078       0.000064
           4.72     112.259827       0.081650     112.171799       0.003171     112.168091       0.000134
           4.73     113.416145       0.106442     113.300613       0.004468     113.295334       0.000192
           4.74     114.572464       0.120832     114.440422       0.005446     114.433937       0.000221
           4.75     115.728783       0.125025     115.591248       0.006034     115.584000       0.000237
           4.76     116.885109       0.119229     116.739159       0.005787     116.745644       0.000232
           4.77     118.041420       0.103622     117.913727       0.004667     117.918991       0.000203
           4.78     119.197739       0.078419     119.100449       0.003266     119.104149       0.000159
           4.79     120.354057       0.043807     120.299332       0.001683     120.301247       0.000091
           4.80     121.510376       0.000024     121.510384       0.000018     121.510384       0.000018
           4.81     122.788315       0.046206     122.733589       0.001616     122.731476       0.000105
           4.82     124.066246       0.081610     123.968964       0.003134     123.964867       0.000171
           4.83     125.344185       0.106410     125.216492       0.004427     125.210678       0.000216
           4.84     126.622131       0.120814     126.476189       0.005416     126.469025       0.000249
           4.85     127.900063       0.125008     127.748047       0.006004     127.740051       0.000255
           4.86     129.178009       0.119218     129.016724       0.005786     129.023880       0.000240
           4.87     130.455933       0.103613     130.314819       0.004669     130.320633       0.000208
           4.88     131.733887       0.078429     131.626358       0.003261     131.630447       0.000154
           4.89     133.011826       0.043824     132.951340       0.001670     132.953445       0.000087
           4.90     134.289749       0.000013     134.289749       0.000013     134.289749       0.000013
           4.91     135.702087       0.046216     135.641617       0.001634     135.639282       0.000087
           4.92     137.114426       0.081624     137.006912       0.003148     137.002396       0.000149
           4.93     138.526779       0.106433     138.385651       0.004446     138.379211       0.000207
           4.94     139.939102       0.120818     139.777832       0.005435     139.769913       0.000231
           4.95     141.351440       0.125016     141.183441       0.006015     141.174622       0.000232
           4.96     142.763794       0.119229     142.585541       0.005779     142.593460       0.000225
           4.97     144.176132       0.103633     144.020157       0.004663     144.026596       0.000192
           4.98     145.588470       0.078436     145.469635       0.003252     145.474167       0.000137
           4.99     147.000809       0.043829     146.933960       0.001666     146.936295       0.000077
           5.00     148.413147       0.000002     148.413147       0.000002     148.413147       0.000002
           5.01     149.974014       0.046225     149.907181       0.001641     149.904602       0.000079
           5.02     151.534897       0.081638     151.416061       0.003153     151.411072       0.000143
           5.03     153.095779       0.106441     152.939804       0.004451     152.932709       0.000188
           5.04     154.656647       0.120831     154.478409       0.005444     154.469650       0.000226
           5.05     156.217529       0.125034     156.031860       0.006033     156.022095       0.000226
           5.06     157.778397       0.119231     157.581421       0.005761     157.590164       0.000213
           5.07     159.339279       0.103640     159.166916       0.004646     159.174011       0.000188
           5.08     160.900162       0.078447     160.768829       0.003240     160.773819       0.000137
           5.09     162.461029       0.043835     162.387161       0.001653     162.389740       0.000065
           5.10     164.021912       0.000013     164.021912       0.000013     164.021912       0.000013
           5.11     165.746948       0.046243     165.673080       0.001656     165.669907       0.000260
           5.12     167.471985       0.081652     167.340652       0.003168     167.334503       0.000507
           5.13     169.197006       0.106443     169.024643       0.004463     169.015915       0.000701
           5.14     170.922058       0.120849     170.725067       0.005458     170.714310       0.000844
           5.15     172.647079       0.125040     172.441895       0.006045     172.429886       0.000920
           5.16     174.372116       0.119243     174.175125       0.006137     174.162842       0.000916
           5.17     176.097153       0.103649     175.924774       0.005659     175.913361       0.000829
           5.18     177.822189       0.078453     177.690857       0.004539     177.681656       0.000639
           5.19     179.547226       0.043848     179.473358       0.002688     179.467880       0.000364
           5.20     181.272263       0.000022     181.272263       0.000022     181.272263       0.000022
           5.21     183.624176       0.289544     183.112213       0.009927     183.087967       0.003316
           5.22     185.976074       0.563395     184.973083       0.021045     184.921249       0.006983
           5.23     188.327972       0.821868     186.854828       0.033216     186.772369       0.010929
           5.24     190.679886       1.065248     188.757477       0.046322     188.641586       0.015103
           5.25     193.031784       1.293795     190.681015       0.060224     190.529175       0.019454
           5.26     195.383682       1.507788     192.625458       0.074806     192.435410       0.023930
           5.27     197.735596       1.707501     194.590790       0.089935     194.360550       0.028491
           5.28     200.087494       1.893183     196.577026       0.105501     196.304916       0.033069
           5.29     202.439392       2.065100     198.584152       0.121380     198.268707       0.037660
           5.30     204.791290       2.223507     200.612167       0.137458     200.252228       0.042209
           5.31     207.143204       2.368665     202.661087       0.153635     202.255753       0.046678
           5.32     209.495102       2.500805     204.730911       0.169804     204.279526       0.051048
